Kürzel,/thyssenkrupp-aktie,/thyssenkrupp-aktie
Datum,ThyssenKrupp,ThyssenKrupp
17.08.93,17.08.93,"11,1717"
16.08.93,16.08.93,"11,0695"
13.08.93,13.08.93,"11,274"
12.08.93,12.08.93,"11,0132"
11.08.93,11.08.93,"10,594"
10.08.93,10.08.93,"10,686"
09.08.93,09.08.93,"10,5837"
06.08.93,06.08.93,"10,6604"
05.08.93,05.08.93,"10,6758"
04.08.93,04.08.93,"10,7167"
03.08.93,03.08.93,"10,3025"
02.08.93,02.08.93,"10,4559"
30.07.93,30.07.93,"10,6246"
29.07.93,29.07.93,"10,9161"
28.07.93,28.07.93,"10,824"
27.07.93,27.07.93,"10,7116"
26.07.93,26.07.93,"10,7218"
23.07.93,23.07.93,"10,6349"
22.07.93,22.07.93,"10,5531"
21.07.93,21.07.93,"10,6604"
20.07.93,20.07.93,"10,8803"
19.07.93,19.07.93,"10,9519"
16.07.93,16.07.93,"10,8445"
15.07.93,15.07.93,"10,8394"
14.07.93,14.07.93,"10,8445"
13.07.93,13.07.93,"10,4559"
12.07.93,12.07.93,"10,3588"
09.07.93,09.07.93,"10,277"
08.07.93,08.07.93,"10,2003"
07.07.93,07.07.93,"9,58672"
06.07.93,06.07.93,"9,50492"
05.07.93,05.07.93,"9,46913"
02.07.93,02.07.93,"9,51003"
01.07.93,01.07.93,"9,61229"
30.06.93,30.06.93,"9,85259"
29.06.93,29.06.93,"9,76567"
28.06.93,28.06.93,"9,55605"
25.06.93,25.06.93,"9,46913"
24.06.93,24.06.93,"9,48446"
23.06.93,23.06.93,"9,61229"
22.06.93,22.06.93,"9,53559"
21.06.93,21.06.93,"9,45379"
18.06.93,18.06.93,"9,15212"
17.06.93,17.06.93,"9,12656"
16.06.93,16.06.93,"9,07543"
15.06.93,15.06.93,"9,01919"
14.06.93,14.06.93,"9,04987"
11.06.93,11.06.93,"9,12656"
10.06.93,10.06.93,"8,97317"
09.06.93,09.06.93,"8,97317"
08.06.93,08.06.93,"8,79422"
07.06.93,07.06.93,"8,57436"
04.06.93,04.06.93,"8,57436"
03.06.93,03.06.93,"8,47211"
02.06.93,02.06.93,"8,33406"
01.06.93,01.06.93,"8,35962"
31.05.93,31.05.93,"8,38519"
28.05.93,28.05.93,"8,38519"
27.05.93,27.05.93,"8,4312"
26.05.93,26.05.93,"8,38519"
25.05.93,25.05.93,"8,34428"
24.05.93,24.05.93,"8,25736"
21.05.93,21.05.93,"8,35962"
20.05.93,20.05.93,"8,41075"
19.05.93,19.05.93,"8,41075"
18.05.93,18.05.93,"8,5488"
17.05.93,17.05.93,"8,57436"
14.05.93,14.05.93,"8,6664"
13.05.93,13.05.93,"8,78399"
12.05.93,12.05.93,"8,81978"
11.05.93,11.05.93,"8,63061"
10.05.93,10.05.93,"8,61527"
07.05.93,07.05.93,"8,6664"
06.05.93,06.05.93,"8,75332"
05.05.93,05.05.93,"8,67662"
04.05.93,04.05.93,"8,88625"
03.05.93,03.05.93,"8,67662"
30.04.93,30.04.93,"8,74309"
29.04.93,29.04.93,"8,72264"
28.04.93,28.04.93,"8,67662"
27.04.93,27.04.93,"8,87091"
26.04.93,26.04.93,"8,76866"
23.04.93,23.04.93,"8,89137"
22.04.93,22.04.93,"8,84535"
21.04.93,21.04.93,"8,87603"
20.04.93,20.04.93,"9,11633"
19.04.93,19.04.93,"9,17769"
16.04.93,16.04.93,"9,15212"
15.04.93,15.04.93,"9,17769"
14.04.93,14.04.93,"9,15212"
13.04.93,13.04.93,"9,1419"
12.04.93,12.04.93,"9,02941"
09.04.93,09.04.93,"9,02941"
08.04.93,08.04.93,"9,02941"
07.04.93,07.04.93,"9,03964"
06.04.93,06.04.93,"9,03964"
05.04.93,05.04.93,"8,91693"
02.04.93,02.04.93,"8,93738"
01.04.93,01.04.93,"8,93738"
31.03.93,31.03.93,"8,87091"
30.03.93,30.03.93,"8,76866"
29.03.93,29.03.93,"8,74309"
26.03.93,26.03.93,"8,55391"
25.03.93,25.03.93,"8,48233"
24.03.93,24.03.93,"8,44143"
23.03.93,23.03.93,"8,43632"
22.03.93,22.03.93,"8,33406"
19.03.93,19.03.93,"8,91693"
18.03.93,18.03.93,"8,89137"
17.03.93,17.03.93,"8,88114"
16.03.93,16.03.93,"8,84535"
15.03.93,15.03.93,"8,95272"
12.03.93,12.03.93,"9,04987"
11.03.93,11.03.93,"8,85046"
10.03.93,10.03.93,"8,92204"
09.03.93,09.03.93,"8,94761"
08.03.93,08.03.93,"8,88625"
05.03.93,05.03.93,"8,92204"
04.03.93,04.03.93,"8,9067"
03.03.93,03.03.93,"9,101"
02.03.93,02.03.93,"9,14701"
01.03.93,01.03.93,"9,18791"
26.02.93,26.02.93,"9,20325"
25.02.93,25.02.93,"9,17769"
24.02.93,24.02.93,"9,03964"
23.02.93,23.02.93,"9,101"
22.02.93,22.02.93,"9,06009"
19.02.93,19.02.93,"9,13679"
18.02.93,18.02.93,"9,07543"
17.02.93,17.02.93,"8,9834"
16.02.93,16.02.93,"9,17769"
15.02.93,15.02.93,"9,17769"
12.02.93,12.02.93,"9,20325"
11.02.93,11.02.93,"9,11122"
10.02.93,10.02.93,"9,04987"
09.02.93,09.02.93,"9,0243"
08.02.93,08.02.93,"8,84535"
05.02.93,05.02.93,"8,99874"
04.02.93,04.02.93,"8,94249"
03.02.93,03.02.93,"8,91182"
02.02.93,02.02.93,"8,8249"
01.02.93,01.02.93,"8,89648"
29.01.93,29.01.93,"8,71753"
28.01.93,28.01.93,"8,69707"
27.01.93,27.01.93,"8,76866"
26.01.93,26.01.93,"8,98851"
25.01.93,25.01.93,"8,9067"
22.01.93,22.01.93,"8,92204"
21.01.93,21.01.93,"8,76866"
20.01.93,20.01.93,"8,62549"
19.01.93,19.01.93,"8,68174"
18.01.93,18.01.93,"8,79422"
15.01.93,15.01.93,"8,79422"
14.01.93,14.01.93,"8,5488"
13.01.93,13.01.93,"8,56414"
12.01.93,12.01.93,"8,64083"
11.01.93,11.01.93,"8,64083"
08.01.93,08.01.93,"8,31872"
07.01.93,07.01.93,"8,31872"
06.01.93,06.01.93,"8,38519"
05.01.93,05.01.93,"8,38519"
04.01.93,04.01.93,"8,2318"
01.01.93,01.01.93,"8,41075"
31.12.92,31.12.92,"8,41075"
30.12.92,30.12.92,"8,41075"
29.12.92,29.12.92,"8,41075"
28.12.92,28.12.92,"8,30849"
25.12.92,25.12.92,"8,18067"
24.12.92,24.12.92,"8,18067"
23.12.92,23.12.92,"8,18067"
22.12.92,22.12.92,"8,22157"
21.12.92,21.12.92,"8,2318"
18.12.92,18.12.92,"8,07841"
17.12.92,17.12.92,"7,92502"
16.12.92,16.12.92,"7,89946"
15.12.92,15.12.92,"7,97615"
14.12.92,14.12.92,"7,74607"
11.12.92,11.12.92,"7,6387"
10.12.92,10.12.92,"7,92502"
09.12.92,09.12.92,"7,97615"
08.12.92,08.12.92,"7,96081"
07.12.92,07.12.92,"8,20623"
04.12.92,04.12.92,"8,22157"
03.12.92,03.12.92,"8,2318"
02.12.92,02.12.92,"8,32383"
01.12.92,01.12.92,"8,2318"
30.11.92,30.11.92,"8,20623"
27.11.92,27.11.92,"8,05285"
26.11.92,26.11.92,"8,20623"
25.11.92,25.11.92,"8,03751"
24.11.92,24.11.92,"8,1142"
23.11.92,23.11.92,"8,49767"
20.11.92,20.11.92,"8,30849"
19.11.92,19.11.92,"8,40564"
18.11.92,18.11.92,"8,36985"
17.11.92,17.11.92,"8,36985"
16.11.92,16.11.92,"8,4312"
13.11.92,13.11.92,"8,43632"
12.11.92,12.11.92,"8,43632"
11.11.92,11.11.92,"8,22157"
10.11.92,10.11.92,"8,29827"
09.11.92,09.11.92,"8,32383"
06.11.92,06.11.92,"7,96081"
05.11.92,05.11.92,"7,7972"
04.11.92,04.11.92,"7,79209"
03.11.92,03.11.92,"7,86878"
02.11.92,02.11.92,"7,72051"
30.10.92,30.10.92,"7,77164"
29.10.92,29.10.92,"7,7972"
28.10.92,28.10.92,"8,02728"
27.10.92,27.10.92,"8,07841"
26.10.92,26.10.92,"8,07841"
23.10.92,23.10.92,"7,7972"
22.10.92,22.10.92,"7,84833"
21.10.92,21.10.92,"7,74096"
20.10.92,20.10.92,"8,07841"
19.10.92,19.10.92,"8,25736"
16.10.92,16.10.92,"8,46699"
15.10.92,15.10.92,"8,56414"
14.10.92,14.10.92,"8,5897"
13.10.92,13.10.92,"8,43632"
12.10.92,12.10.92,"8,00172"
09.10.92,09.10.92,"8,12954"
08.10.92,08.10.92,"8,2318"
07.10.92,07.10.92,"8,00172"
06.10.92,06.10.92,"7,96081"
05.10.92,05.10.92,"8,11931"
02.10.92,02.10.92,"8,33406"
01.10.92,01.10.92,"8,42609"
30.09.92,30.09.92,"8,53857"
29.09.92,29.09.92,"8,48745"
28.09.92,28.09.92,"8,30849"
25.09.92,25.09.92,"8,48745"
24.09.92,24.09.92,"8,99874"
23.09.92,23.09.92,"9,26461"
22.09.92,22.09.92,"9,22882"
21.09.92,21.09.92,"9,46913"
18.09.92,18.09.92,"9,66342"
17.09.92,17.09.92,"9,71455"
16.09.92,16.09.92,"9,71455"
15.09.92,15.09.92,"10,0469"
14.09.92,14.09.92,"10,2003"
11.09.92,11.09.92,"9,74011"
10.09.92,10.09.92,"9,86793"
09.09.92,09.09.92,"9,91906"
08.09.92,08.09.92,"10,0878"
07.09.92,07.09.92,"9,91906"
04.09.92,04.09.92,"10,3179"
03.09.92,03.09.92,"10,3588"
02.09.92,02.09.92,"10,1747"
01.09.92,01.09.92,"10,3076"
31.08.92,31.08.92,"10,4048"
28.08.92,28.08.92,"10,1747"
27.08.92,27.08.92,"10,2514"
26.08.92,26.08.92,"10,0469"
25.08.92,25.08.92,"9,97019"
24.08.92,24.08.92,"10,0724"
21.08.92,21.08.92,"10,0724"
20.08.92,20.08.92,"10,0827"
19.08.92,19.08.92,"10,1134"
18.08.92,18.08.92,"10,0622"
17.08.92,17.08.92,"10,3946"
14.08.92,14.08.92,"10,323"
13.08.92,13.08.92,"10,098"
12.08.92,12.08.92,"10,2003"
11.08.92,11.08.92,"10,3792"
10.08.92,10.08.92,"10,5991"
07.08.92,07.08.92,"10,7116"
06.08.92,06.08.92,"10,7116"
05.08.92,05.08.92,"10,7116"
04.08.92,04.08.92,"10,6604"
03.08.92,03.08.92,"10,5377"
31.07.92,31.07.92,"10,686"
30.07.92,30.07.92,"10,8138"
29.07.92,29.07.92,"10,7678"
28.07.92,28.07.92,"10,6604"
27.07.92,27.07.92,"10,5531"
24.07.92,24.07.92,"10,5582"
23.07.92,23.07.92,"10,6502"
22.07.92,22.07.92,"10,5837"
21.07.92,21.07.92,"11,3507"
20.07.92,20.07.92,"11,4529"
17.07.92,17.07.92,"11,7188"
16.07.92,16.07.92,"11,9693"
15.07.92,15.07.92,"11,7597"
14.07.92,14.07.92,"11,683"
13.07.92,13.07.92,"11,6728"
10.07.92,10.07.92,"11,7188"
09.07.92,09.07.92,"11,7444"
08.07.92,08.07.92,"11,7239"
07.07.92,07.07.92,"11,7341"
06.07.92,06.07.92,"11,8364"
03.07.92,03.07.92,"11,9387"
02.07.92,02.07.92,"11,9233"
01.07.92,01.07.92,"11,7751"
30.06.92,30.06.92,"11,7086"
29.06.92,29.06.92,"12,1432"
26.06.92,26.06.92,"12,1023"
25.06.92,25.06.92,"12,225"
24.06.92,24.06.92,"12,1534"
23.06.92,23.06.92,"12,2045"
22.06.92,22.06.92,"12,0154"
19.06.92,19.06.92,"11,9642"
18.06.92,18.06.92,"12,00"
17.06.92,17.06.92,"12,00"
16.06.92,16.06.92,"12,133"
15.06.92,15.06.92,"12,3477"
12.06.92,12.06.92,"12,5982"
11.06.92,11.06.92,"12,6136"
10.06.92,10.06.92,"12,6289"
09.06.92,09.06.92,"12,68"
08.06.92,08.06.92,"12,6647"
05.06.92,05.06.92,"12,6647"
04.06.92,04.06.92,"12,5624"
03.06.92,03.06.92,"12,5982"
02.06.92,02.06.92,"12,4295"
01.06.92,01.06.92,"12,3272"
29.05.92,29.05.92,"12,3221"
28.05.92,28.05.92,"12,1994"
27.05.92,27.05.92,"12,1994"
26.05.92,26.05.92,"12,3784"
25.05.92,25.05.92,"12,4091"
22.05.92,22.05.92,"12,4091"
21.05.92,21.05.92,"12,3528"
20.05.92,20.05.92,"12,2454"
19.05.92,19.05.92,"12,0409"
18.05.92,18.05.92,"12,0051"
15.05.92,15.05.92,"11,8262"
14.05.92,14.05.92,"11,8875"
13.05.92,13.05.92,"11,9847"
12.05.92,12.05.92,"11,9029"
11.05.92,11.05.92,"11,7751"
08.05.92,08.05.92,"11,7546"
07.05.92,07.05.92,"11,8108"
06.05.92,06.05.92,"11,8262"
05.05.92,05.05.92,"11,7239"
04.05.92,04.05.92,"11,7853"
01.05.92,01.05.92,"11,7239"
30.04.92,30.04.92,"11,7239"
29.04.92,29.04.92,"11,6626"
28.04.92,28.04.92,"11,7137"
27.04.92,27.04.92,"11,6319"
24.04.92,24.04.92,"11,5347"
23.04.92,23.04.92,"11,637"
22.04.92,22.04.92,"11,6728"
21.04.92,21.04.92,"11,5808"
20.04.92,20.04.92,"11,5194"
17.04.92,17.04.92,"11,5194"
16.04.92,16.04.92,"11,5194"
15.04.92,15.04.92,"11,4427"
14.04.92,14.04.92,"11,3762"
13.04.92,13.04.92,"11,3507"
10.04.92,10.04.92,"11,4018"
09.04.92,09.04.92,"11,1513"
08.04.92,08.04.92,"11,2229"
07.04.92,07.04.92,"11,3967"
06.04.92,06.04.92,"11,2996"
03.04.92,03.04.92,"11,2484"
02.04.92,02.04.92,"11,2586"
01.04.92,01.04.92,"11,2024"
31.03.92,31.03.92,"11,1973"
30.03.92,30.03.92,"11,1053"
27.03.92,27.03.92,"11,1308"
26.03.92,26.03.92,"11,1308"
25.03.92,25.03.92,"11,1462"
24.03.92,24.03.92,"11,0797"
23.03.92,23.03.92,"11,182"
20.03.92,20.03.92,"11,9233"
19.03.92,19.03.92,"11,8926"
18.03.92,18.03.92,"11,954"
17.03.92,17.03.92,"11,8722"
16.03.92,16.03.92,"11,8773"
13.03.92,13.03.92,"11,9745"
12.03.92,12.03.92,"12,0205"
11.03.92,11.03.92,"12,1687"
10.03.92,10.03.92,"12,179"
09.03.92,09.03.92,"12,1585"
06.03.92,06.03.92,"12,1687"
05.03.92,05.03.92,"12,1943"
04.03.92,04.03.92,"12,1176"
03.03.92,03.03.92,"12,0409"
02.03.92,02.03.92,"11,9233"
28.02.92,28.02.92,"11,2024"
27.02.92,27.02.92,"11,2024"
26.02.92,26.02.92,"11,2024"
25.02.92,25.02.92,"11,2024"
24.02.92,24.02.92,"11,2024"
21.02.92,21.02.92,"11,2024"
20.02.92,20.02.92,"11,2024"
19.02.92,19.02.92,"11,2024"
18.02.92,18.02.92,"11,2024"
17.02.92,17.02.92,"11,2024"
14.02.92,14.02.92,"11,2024"
13.02.92,13.02.92,"11,2024"
12.02.92,12.02.92,"11,2024"
11.02.92,11.02.92,"11,2024"
10.02.92,10.02.92,"11,2024"
07.02.92,07.02.92,"11,2024"
06.02.92,06.02.92,"11,2024"
05.02.92,05.02.92,"11,2024"
04.02.92,04.02.92,"11,2024"
03.02.92,03.02.92,"11,2024"
31.01.92,31.01.92,"11,2024"
30.01.92,30.01.92,"11,1564"
29.01.92,29.01.92,"11,1717"
28.01.92,28.01.92,"11,2331"
27.01.92,27.01.92,"11,2126"
24.01.92,24.01.92,"11,1001"
23.01.92,23.01.92,"11,0746"
22.01.92,22.01.92,"11,1768"
21.01.92,21.01.92,"11,3967"
20.01.92,20.01.92,"11,274"
17.01.92,17.01.92,"11,4018"
16.01.92,16.01.92,"11,0337"
15.01.92,15.01.92,"10,7883"
14.01.92,14.01.92,"10,548"
13.01.92,13.01.92,"10,7627"
10.01.92,10.01.92,"10,7525"
09.01.92,09.01.92,"10,6707"
08.01.92,08.01.92,"10,3588"
07.01.92,07.01.92,"10,4201"
06.01.92,06.01.92,"10,4866"
03.01.92,03.01.92,"10,415"
02.01.92,02.01.92,"10,415"
01.01.92,01.01.92,"10,2361"
31.12.91,31.12.91,"10,2361"
30.12.91,30.12.91,"10,2361"
27.12.91,27.12.91,"10,2156"
26.12.91,26.12.91,"10,2156"
25.12.91,25.12.91,"10,2156"
24.12.91,24.12.91,"10,0213"
23.12.91,23.12.91,"10,0213"
20.12.91,20.12.91,"10,0213"
19.12.91,19.12.91,"10,0878"
18.12.91,18.12.91,"10,1747"
17.12.91,17.12.91,"9,70432"
16.12.91,16.12.91,"9,71455"
13.12.91,13.12.91,"9,72477"
12.12.91,12.12.91,"9,65319"
11.12.91,11.12.91,"9,55093"
10.12.91,10.12.91,"9,65319"
09.12.91,09.12.91,"9,83214"
06.12.91,06.12.91,"9,76567"
05.12.91,05.12.91,"9,74522"
04.12.91,04.12.91,"9,8935"
03.12.91,03.12.91,"9,81169"
02.12.91,02.12.91,"9,71455"
29.11.91,29.11.91,"9,68898"
28.11.91,28.11.91,"9,8168"
27.11.91,27.11.91,"9,99064"
26.11.91,26.11.91,"10,231"
25.11.91,25.11.91,"10,2514"
22.11.91,22.11.91,"10,4559"
21.11.91,21.11.91,"10,4304"
20.11.91,20.11.91,"10,5275"
19.11.91,19.11.91,"10,5275"
18.11.91,18.11.91,"10,4048"
15.11.91,15.11.91,"10,7678"
14.11.91,14.11.91,"10,507"
13.11.91,13.11.91,"10,507"
12.11.91,12.11.91,"10,6144"
11.11.91,11.11.91,"10,6349"
08.11.91,08.11.91,"10,6042"
07.11.91,07.11.91,"10,5224"
06.11.91,06.11.91,"10,6093"
05.11.91,05.11.91,"10,6604"
04.11.91,04.11.91,"10,686"
01.11.91,01.11.91,"10,7116"
31.10.91,31.10.91,"10,7627"
30.10.91,30.10.91,"10,8394"
29.10.91,29.10.91,"10,9314"
28.10.91,28.10.91,"10,7678"
25.10.91,25.10.91,"10,7883"
24.10.91,24.10.91,"10,8956"
23.10.91,23.10.91,"10,9314"
22.10.91,22.10.91,"10,8138"
21.10.91,21.10.91,"10,7371"
18.10.91,18.10.91,"10,7371"
17.10.91,17.10.91,"10,9059"
16.10.91,16.10.91,"11,0695"
15.10.91,15.10.91,"11,1717"
14.10.91,14.10.91,"10,9825"
11.10.91,11.10.91,"11,0695"
10.10.91,10.10.91,"11,0235"
09.10.91,09.10.91,"11,3507"
08.10.91,08.10.91,"11,4018"
07.10.91,07.10.91,"11,5603"
04.10.91,04.10.91,"11,637"
03.10.91,03.10.91,"11,6779"
02.10.91,02.10.91,"11,6779"
01.10.91,01.10.91,"11,7188"
30.09.91,30.09.91,"11,7086"
27.09.91,27.09.91,"11,6575"
26.09.91,26.09.91,"11,8211"
25.09.91,25.09.91,"12,0051"
24.09.91,24.09.91,"11,8722"
23.09.91,23.09.91,"11,8006"
20.09.91,20.09.91,"11,8722"
19.09.91,19.09.91,"12,0154"
18.09.91,18.09.91,"12,1432"
17.09.91,17.09.91,"12,3221"
16.09.91,16.09.91,"12,3988"
13.09.91,13.09.91,"12,5522"
12.09.91,12.09.91,"12,3988"
11.09.91,11.09.91,"12,317"
10.09.91,10.09.91,"12,2454"
09.09.91,09.09.91,"12,2454"
06.09.91,06.09.91,"12,3272"
05.09.91,05.09.91,"12,2096"
04.09.91,04.09.91,"12,1074"
03.09.91,03.09.91,"12,1687"
02.09.91,02.09.91,"12,1432"
30.08.91,30.08.91,"12,0665"
29.08.91,29.08.91,"12,1023"
28.08.91,28.08.91,"12,1074"
27.08.91,27.08.91,"12,1432"
26.08.91,26.08.91,"12,2096"
23.08.91,23.08.91,"11,954"
22.08.91,22.08.91,"11,7341"
21.08.91,21.08.91,"11,1973"
20.08.91,20.08.91,"11,0183"
19.08.91,19.08.91,"10,686"
16.08.91,16.08.91,"11,8364"
15.08.91,15.08.91,"11,7955"
14.08.91,14.08.91,"11,8108"
13.08.91,13.08.91,"11,7751"
12.08.91,12.08.91,"11,5296"
09.08.91,09.08.91,"11,5143"
08.08.91,08.08.91,"11,4887"
07.08.91,07.08.91,"11,4427"
06.08.91,06.08.91,"11,412"
05.08.91,05.08.91,"11,5143"
02.08.91,02.08.91,"11,4785"
01.08.91,01.08.91,"11,591"
31.07.91,31.07.91,"11,5808"
30.07.91,30.07.91,"11,5041"
29.07.91,29.07.91,"11,274"
26.07.91,26.07.91,"11,3405"
25.07.91,25.07.91,"11,3507"
24.07.91,24.07.91,"11,4785"
23.07.91,23.07.91,"11,545"
22.07.91,22.07.91,"11,4529"
19.07.91,19.07.91,"11,5654"
18.07.91,18.07.91,"11,5552"
17.07.91,17.07.91,"11,591"
16.07.91,16.07.91,"11,8108"
15.07.91,15.07.91,"11,8415"
12.07.91,12.07.91,"11,8722"
11.07.91,11.07.91,"11,7904"
10.07.91,10.07.91,"11,862"
09.07.91,09.07.91,"11,7597"
08.07.91,08.07.91,"11,6677"
05.07.91,05.07.91,"11,8108"
04.07.91,04.07.91,"11,7853"
03.07.91,03.07.91,"11,683"
02.07.91,02.07.91,"11,5041"
01.07.91,01.07.91,"11,7086"
28.06.91,28.06.91,"11,7086"
27.06.91,27.06.91,"12,1636"
26.06.91,26.06.91,"12,1841"
25.06.91,25.06.91,"12,3068"
24.06.91,24.06.91,"12,3886"
21.06.91,21.06.91,"12,3988"
20.06.91,20.06.91,"12,2966"
19.06.91,19.06.91,"12,3784"
18.06.91,18.06.91,"12,2812"
17.06.91,17.06.91,"12,5318"
14.06.91,14.06.91,"12,6289"
13.06.91,13.06.91,"12,1739"
12.06.91,12.06.91,"12,2096"
11.06.91,11.06.91,"12,3272"
10.06.91,10.06.91,"12,0102"
07.06.91,07.06.91,"11,8875"
06.06.91,06.06.91,"11,683"
05.06.91,05.06.91,"11,6677"
04.06.91,04.06.91,"11,4632"
03.06.91,03.06.91,"11,2791"
31.05.91,31.05.91,"11,2484"
30.05.91,30.05.91,"11,2535"
29.05.91,29.05.91,"11,2535"
28.05.91,28.05.91,"11,2229"
27.05.91,27.05.91,"11,6319"
24.05.91,24.05.91,"11,6063"
23.05.91,23.05.91,"11,4325"
22.05.91,22.05.91,"11,4274"
21.05.91,21.05.91,"11,274"
20.05.91,20.05.91,"11,2893"
17.05.91,17.05.91,"11,2893"
16.05.91,16.05.91,"11,2791"
15.05.91,15.05.91,"11,2484"
14.05.91,14.05.91,"11,3558"
13.05.91,13.05.91,"11,3762"
10.05.91,10.05.91,"11,5808"
09.05.91,09.05.91,"11,4785"
08.05.91,08.05.91,"11,4785"
07.05.91,07.05.91,"11,7086"
06.05.91,06.05.91,"11,8108"
03.05.91,03.05.91,"11,8211"
02.05.91,02.05.91,"11,8364"
01.05.91,01.05.91,"11,6575"
30.04.91,30.04.91,"11,6575"
29.04.91,29.04.91,"11,9387"
26.04.91,26.04.91,"11,9438"
25.04.91,25.04.91,"11,8875"
24.04.91,24.04.91,"11,5808"
23.04.91,23.04.91,"11,3507"
22.04.91,22.04.91,"11,2484"
19.04.91,19.04.91,"11,4785"
18.04.91,18.04.91,"11,7341"
17.04.91,17.04.91,"11,8415"
16.04.91,16.04.91,"11,8722"
15.04.91,15.04.91,"11,9131"
12.04.91,12.04.91,"11,7546"
11.04.91,11.04.91,"11,6063"
10.04.91,10.04.91,"11,4171"
09.04.91,09.04.91,"11,7699"
08.04.91,08.04.91,"11,7137"
05.04.91,05.04.91,"11,7495"
04.04.91,04.04.91,"11,274"
03.04.91,03.04.91,"11,2484"
02.04.91,02.04.91,"10,7883"
01.04.91,01.04.91,"10,7729"
29.03.91,29.03.91,"10,7729"
28.03.91,28.03.91,"10,7729"
27.03.91,27.03.91,"10,824"
26.03.91,26.03.91,"10,6246"
25.03.91,25.03.91,"10,7422"
22.03.91,22.03.91,"10,778"
21.03.91,21.03.91,"11,7751"
20.03.91,20.03.91,"11,729"
19.03.91,19.03.91,"11,7853"
18.03.91,18.03.91,"12,0409"
15.03.91,15.03.91,"11,9131"
14.03.91,14.03.91,"11,6063"
13.03.91,13.03.91,"11,6012"
12.03.91,12.03.91,"11,4274"
11.03.91,11.03.91,"11,5041"
08.03.91,08.03.91,"11,6728"
07.03.91,07.03.91,"11,5296"
06.03.91,06.03.91,"11,4785"
05.03.91,05.03.91,"11,2996"
04.03.91,04.03.91,"11,1462"
01.03.91,01.03.91,"10,9928"
28.02.91,28.02.91,"11,2229"
27.02.91,27.02.91,"11,0541"
26.02.91,26.02.91,"11,141"
25.02.91,25.02.91,"11,3762"
22.02.91,22.02.91,"11,095"
21.02.91,21.02.91,"11,1462"
20.02.91,20.02.91,"11,0439"
19.02.91,19.02.91,"11,0439"
18.02.91,18.02.91,"10,7269"
15.02.91,15.02.91,"10,3537"
14.02.91,14.02.91,"10,4048"
13.02.91,13.02.91,"10,277"
12.02.91,12.02.91,"10,1236"
11.02.91,11.02.91,"10,3537"
08.02.91,08.02.91,"10,0724"
07.02.91,07.02.91,"10,0213"
06.02.91,06.02.91,"9,8935"
05.02.91,05.02.91,"9,85259"
04.02.91,04.02.91,"9,8168"
01.02.91,01.02.91,"9,65319"
31.01.91,31.01.91,"9,58672"
30.01.91,30.01.91,"9,42311"
29.01.91,29.01.91,"9,40777"
28.01.91,28.01.91,"9,31574"
25.01.91,25.01.91,"9,30551"
24.01.91,24.01.91,"9,34642"
23.01.91,23.01.91,"9,23904"
22.01.91,22.01.91,"9,35664"
21.01.91,21.01.91,"9,61229"
18.01.91,18.01.91,"9,63785"
17.01.91,17.01.91,"9,76567"
16.01.91,16.01.91,"9,19303"
15.01.91,15.01.91,"9,0652"
14.01.91,14.01.91,"9,17769"
11.01.91,11.01.91,"9,35664"
10.01.91,10.01.91,"9,26972"
09.01.91,09.01.91,"9,32085"
08.01.91,08.01.91,"9,20837"
07.01.91,07.01.91,"9,20325"
04.01.91,04.01.91,"9,51003"
03.01.91,03.01.91,"9,22882"
02.01.91,02.01.91,"9,15212"
01.01.91,01.01.91,"9,4589"
31.12.90,31.12.90,"9,4589"
28.12.90,28.12.90,"9,4589"
27.12.90,27.12.90,"9,51514"
26.12.90,26.12.90,"9,66342"
25.12.90,25.12.90,"9,66342"
24.12.90,24.12.90,"9,66342"
21.12.90,21.12.90,"9,66342"
20.12.90,20.12.90,"9,68898"
19.12.90,19.12.90,"9,97019"
18.12.90,18.12.90,"10,1491"
17.12.90,17.12.90,"10,2872"
14.12.90,14.12.90,"10,4252"
13.12.90,13.12.90,"10,5991"
12.12.90,12.12.90,"10,4099"
11.12.90,11.12.90,"10,0469"
10.12.90,10.12.90,"10,1491"
07.12.90,07.12.90,"10,0724"
06.12.90,06.12.90,"10,0724"
05.12.90,05.12.90,"9,8168"
04.12.90,04.12.90,"9,76567"
03.12.90,03.12.90,"10,1747"
30.11.90,30.11.90,"10,0673"
29.11.90,29.11.90,"9,97019"
28.11.90,28.11.90,"9,97019"
27.11.90,27.11.90,"10,1031"
26.11.90,26.11.90,"10,2872"
23.11.90,23.11.90,"10,2872"
22.11.90,22.11.90,"10,6093"
21.11.90,21.11.90,"10,3434"
20.11.90,20.11.90,"10,3434"
19.11.90,19.11.90,"10,4048"
16.11.90,16.11.90,"10,1747"
15.11.90,15.11.90,"10,0162"
14.11.90,14.11.90,"9,8168"
13.11.90,13.11.90,"9,90372"
12.11.90,12.11.90,"9,79124"
09.11.90,09.11.90,"9,61229"
08.11.90,08.11.90,"9,33108"
07.11.90,07.11.90,"9,38221"
06.11.90,06.11.90,"9,48446"
05.11.90,05.11.90,"9,68898"
02.11.90,02.11.90,"9,76567"
01.11.90,01.11.90,"9,71455"
31.10.90,31.10.90,"9,79124"
30.10.90,30.10.90,"9,79124"
29.10.90,29.10.90,"9,84237"
26.10.90,26.10.90,"9,94463"
25.10.90,25.10.90,"10,2258"
24.10.90,24.10.90,"10,507"
23.10.90,23.10.90,"10,3537"
